type,sent,ambiguity,reason
全部+VP+的+NP,部分已经完成的计划。,1,'部分已经完成的计划'存在结构层次歧义，可理解为'部分(已经完成)的计划'（指多个已经完成的计划中的一部分计划）或'(部分已经完成)的计划'（指计划本身仅完成局部内容）
全部+VP+的+NP,全部未解的谜团。,1,结构'全部未解的谜团'可以理解为所有未被解开的谜团，也可理解为某个谜团完全未被解开。
全部+VP+的+NP,部分遗留的部分建筑。,1,'部分遗留的部分建筑'可理解为'保留下来的那些建筑中的一部分建筑'，也可理解为'整体建筑中那些被局部保留下来的建筑'
全部+VP+的+NP,全部遗留的任务。,1,结构'全部+遗留+的+任务'存在两种解读：1.'所有遗留的任务'（全部修饰名词任务）；2.'完全遗留的任务'（全部修饰动词遗留）
全部+VP+的+NP,部分模糊的数据。,1,'部分模糊的数据'可以理解为数据中存在局部模糊的内容，也可以理解为所有模糊的数据中的一部分
全部+VP+的+NP,部分废弃的工业设备。,1,部分废弃的工业设备可以理解为所有废弃的工业设备中的一部分，也可以理解为工业设备中有局部（一部分）是废弃的
全部+VP+的+NP,部分散落的文件碎片。,1,'部分散落的文件碎片'可理解为'（部分散落的）文件碎片'（文件碎片的局部（部分）处于散落状态），也可理解为'部分（散落的文件碎片）'（所有散落的文件碎片中的一部分）
全部+VP+的+NP,全部洗净的餐具。,1,'全部洗净的餐具'可理解为'所有被洗净了的餐具'或'完全洗净了的餐具'
全部+VP+的+NP,部分磨损的金属零件。,1,'部分磨损的金属零件'可以理解为'所有磨损的金属零件中的一部分金属零件'，也可以理解为'金属零件发生了局部（部分区域）的磨损'
全部+VP+的+NP,全部抹平的水泥地面。,1,'全部抹平的水泥地面'可以理解为完全抹平了的水泥地面（整体被处理），也可以理解为所有被抹平了的水泥地面（复数对象被处理）
全部+VP+的+NP,全部残破的房屋。,1,'全部残破的房屋'可理解为'所有残破的房屋'或'完全残破的房屋（彻底损坏）'
全部+VP+的+NP,部分泛黄的照片。,1,'部分泛黄的照片'可以理解为所有泛黄的照片中的一部分照片，也可以理解为照片中的局部区域泛黄
全部+VP+的+NP,部分散乱的资料。,1,'部分散乱的资料'可以理解为'所有散乱的资料中的一部分资料'，也可以理解为'资料的局部（部分）是散乱的'
全部+VP+的+NP,全部废弃的物品。,1,'全部废弃的物品'可以理解为所有废弃的物品，也可以理解为属于完全废弃的物品
全部+VP+的+NP,全部填满的表格。,1,'全部填满的表格'可以理解为表格被完全填满的状态，也可以理解为所有已经填满的表格
全部+VP+的+NP,全部熄灭的灯火。,1,“全部熄灭的灯火”可以理解为完全熄灭的灯火，也可以理解为所有被熄灭的灯火
全部+VP+的+NP,部分干涸的池塘。,1,'部分干涸的池塘'可以理解为池塘的部分区域处于干涸状态，也可以理解为多个干涸的池塘中的一部分池塘
全部+VP+的+NP,部分变质的食品。,1,'部分'可修饰'变质'或'食品'，既表示'食品中有局部（部分）发生变质'，也可表示'所有变质的食品中的一部分食品'
全部+VP+的+NP,部分脱落的书籍。,1,'部分脱落的书籍'可以理解为书籍本身存在局部脱落（部分作为形容词修饰脱落），也可以理解为所有脱落的书籍中的一部分书籍（部分作为数量词限定书籍）
全部+VP+的+NP,全部模糊的图像。,1,'全部模糊的图像'可以理解为所有模糊的图像，也可以理解为完全模糊的某图像
全部+VP+的+NP,全部闪耀的宝石。,1,“全部闪耀的宝石”可理解为所有处于闪耀状态的宝石，也可理解为完全闪耀的某宝石
全部+VP+的+NP,部分复杂的策略。,1,“部分复杂的策略”可以理解为策略本身的局部（部分）是复杂的，也可以理解为所有复杂的策略中的一部分的策略
全部+VP+的+NP,全部斑驳的墙壁。,1,全部斑驳的墙壁可以理解为所有斑驳的墙壁，也可以理解为被完全斑驳化的墙壁
全部+VP+的+NP,部分深藏的宝藏。,1,部分深藏的宝藏可以表示为所有深藏的宝藏中的一部分的宝藏，也可以表示为宝藏是局部（部分）深藏的
全部+VP+的+NP,全部独特的建筑。,1,'全部独特的建筑'可以理解为'所有独特的建筑'，也可以理解为'完全独特的某建筑'
全部+VP+的+NP,部分损坏的零件。,1,'部分损坏的零件'可以理解为所有损坏的零件中的一部分零件，也可以理解为属于某零件的局部（部分）被损坏
全部+VP+的+NP,全部隐藏的真相。,1,“全部隐藏的真相”可以理解为被隐藏的所有真相（全部修饰真相），也可以理解为真相被完全隐藏（全部修饰隐藏）
全部+VP+的+NP,全部破损的玻璃制品。,1,'全部破损的玻璃制品'可理解为完全破损的玻璃制品（全部作程度副词），也可理解为所有处于破损状态的玻璃制品（全部作范围副词）
全部+VP+的+NP,全部冰冻的食物。,1,'全部冰冻的食物'可以理解为全部冰冻的食物，也可以理解为所有冰冻类型的食物
全部+VP+的+NP,部分熄灭的蜡烛。,1,'部分熄灭的蜡烛'可理解为蜡烛是局部（部分）熄灭的，也可理解为所有熄灭的蜡烛中的一部分蜡烛
全部+VP+的+NP,全部翻新的房屋。,1,'全部翻新的房屋'可理解为所有经过翻新的房屋(整体范围)，也可理解为彻底完全翻新的房屋(动作程度)
全部+VP+的+NP,部分磨损的机器。,1,“部分磨损的机器”可以理解为存在局部磨损的机器(部分修饰磨损)，也可以理解为多个磨损的机器中的一部分机器(部分修饰机器)
全部+VP+的+NP,全部淋湿的衣物。,1,“全部淋湿的衣物”可以理解为完全淋湿了的衣物，也可以理解为所有被淋湿了的衣物
全部+VP+的+NP,全部冻结的冰层。,1,'全部冻结的冰层'可以理解完全冻结的冰层，也可以理解为所有冻结了的冰层
全部+VP+的+NP,全部沉淀的泥沙。,1,'全部沉淀的泥沙'可以理解为完全沉淀的泥沙(全部修饰沉淀动作)，也可以理解为所有发生了沉淀的泥沙(全部修饰泥沙)
全部+VP+的+NP,部分飘散的云彩。,1,'部分飘散的云彩'可以理解为所有的飘散的云彩中的一部分云彩，也可以理解为云彩的局部（部分）是飘散的
全部+VP+的+NP,部分遗留的痕迹。,1,'部分遗留的痕迹'可以理解为痕迹的局部是遗留(痕迹被部分地遗留)，也可以理解为所有遗留的痕迹中的一部分痕迹(部分痕迹)
全部+VP+的+NP,部分损坏的器具。,1,'部分损坏的器具'可以表示存在局部损坏的器具，也可以表示所有损坏的器具中的一部分器具
全部+VP+的+NP,全部褪色的照片。,1,'全部褪色的照片'可以理解为所有发生了褪色现象的照片，也可以理解为呈现出完全褪色状态的照片
全部+VP+的+NP,部分保留的古籍。,1,'部分保留的古籍'可以理解为'古籍的局部（部分）是保留下来的（古籍被部分保留）'，也可以理解为'所有保留的古籍中的一部分古籍（保留的是部分而非全部古籍）'
全部+VP+的+NP,全部优秀的团队。,1,'全部优秀的团队'可以理解为所有的优秀的团队，也可以理解为完全（各方面）优秀的团队
全部+VP+的+NP,部分精致的妆容。,1,部分精致的妆容可以表示所有精致的妆容中的一部分妆容，也可以表示妆容的局部（部分）是精致的
全部+VP+的+NP,全部现代化的装备。,1,全部现代化的装备可以理解为所有现代化的装备，也可以理解为完全现代化的装备
全部+VP+的+NP,部分整洁的书籍。,1,部分整洁的书籍可以表示为所有整洁的书籍中的一部分书籍，也可以表示为书籍的局部（部分）是整洁的
全部+VP+的+NP,全部成熟的果实。,1,'全部成熟的果实'可以表示所有达到了成熟状态的果实，也可以表示完全达到了成熟状态的某果实
全部+VP+的+NP,全部光滑的表面。,1,全部光滑的表面可以理解为所有光滑的表面，也可以理解为某个完全光滑的表面
全部+VP+的+NP,全部破损的器具。,1,“全部破损的器具”可以理解为所有处于破损状态的器具，也可理解为完全破损的某器具
全部+VP+的+NP,全部清洗过的餐具。,1,“全部清洗过的餐具”可以理解为所有已被清洗的餐具，也可以理解为被完全彻底清洗过的餐具。
全部+VP+的+NP,部分散失的文献。,1,'部分散失的文献'可以理解为文献中的局部（部分）散失了，也可以理解为所有散失的文献中的一部分文献
全部+VP+的+NP,全部重组的结构。,1,'全部重组的结构'可理解为'所有被重组过的结构'（全部修饰重组动作）或'被完全重组后的结构'（全部修饰重组程度）
全部+VP+的+NP,全部褪色的画作。,1,全部褪色的画作可以理解为所有褪色了的画作，也可以理解为完全褪色了的某幅画作
全部+VP+的+NP,全部翻新的家具。,1,'全部翻新的家具'可理解为'全部翻新了的家具（彻底翻新）'或'所有被翻新了的家具（所有家具）'
全部+VP+的+NP,全部老化的电线。,1,'全部老化的电线'可以理解为所有发生了老化现象的电线，也可以理解为完全老化了的电线
全部+VP+的+NP,部分磨损的机械设备。,1,'部分磨损的机械设备'可理解为'所有存在磨损现象的机械设备中的一部分机械设备'或'机械设备的局部（部分）存在磨损现象'
全部+VP+的+NP,部分弥漫香气的花园。,1,'部分弥漫香气的花园'可理解为'花园的局部是香气弥漫的'或'多个香气弥漫的花园中的一部分花园'
全部+VP+的+NP,全部老旧的房屋。,1,“全部老旧的房屋”可以理解为所有老旧的房屋，也可以理解为完全老旧化的房屋
全部+VP+的+NP,部分灿烂的夜景。,1,'部分灿烂的夜景'可以理解为'所有灿烂的夜景中的一部分夜景'或'夜景的局部（部分区域）是灿烂的'
全部+VP+的+NP,全部郁郁葱葱的森林。,1,“全部郁郁葱葱的森林”可以理解为完全郁郁葱葱的某片森林，也可以理解为所有（指范围内全部的）郁郁葱葱的森林。
全部+VP+的+NP,全部洒满阳光的空地。,1,“全部洒满阳光的空地”可理解为被阳光完全覆盖的某块空地，或指所有被阳光覆盖的空地
全部+VP+的+NP,全部保存完好的古籍。,1,“全部保存完好的古籍”可以理解为所有被完好保存的古籍，也可理解为被完全保存完好的古籍
全部+VP+的+NP,部分破碎的玻璃制品。,1,'部分破碎的玻璃制品'可以理解为'所有破碎的玻璃制品中的一部分玻璃制品'，也可以理解为'玻璃制品中的局部（一部分）是破碎的'
全部+VP+的+NP,部分隐藏的线索。,1,'部分隐藏的线索'可理解为'线索的局部（部分）是隐藏的'，也可理解为'所有的隐藏的线索中的一部分线索'
全部+VP+的+NP,部分老旧的书籍。,1,'部分老旧的书籍'可以理解为'所有老旧的书籍中的一部分书籍'，也可以理解为'书籍的局部是老旧的'
全部+VP+的+NP,部分磨损的家具。,1,'部分磨损的家具'既可理解为所有磨损的家具中的一部分家具，也可理解为家具存在局部（部分）的磨损
全部+VP+的+NP,部分残留的古籍文献。,1,部分残留的古籍文献可以表示所有的残留的古籍文献中的一部分古籍文献，也可以表示古籍文献的局部是残留的
全部+VP+的+NP,全部损坏的机器设备。,1,'全部损坏的机器设备'可以理解为所有处于损坏状态的机器设备，也可以理解为完全损坏了的机器设备
全部+VP+的+NP,部分残破的工具。,1,'部分残破的工具'可理解为'工具中的局部（部分）是残破的'或'所有残破的工具中的一部分工具'
全部+VP+的+NP,全部优良的种子。,1,'全部优良的种子'可以理解为所有属于优良类别的种子，也可理解为在各方面均达到优良标准（完全优良）的种子
全部+VP+的+NP,部分古老的建筑。,1,'部分古老的建筑'可以理解为'(部分古老)的建筑'(建筑的局部是古老的)，也可以理解为'部分(古老的建筑)'(所有的古老的建筑中的一部分建筑)
全部+VP+的+NP,全部崭新的玩具。,1,'全部崭新的玩具'可以理解为所有崭新的玩具，也可以理解为完全崭新的玩具（即'崭新的'作为结果状态）
全部+VP+的+NP,全部售罄的商品。,0,句子中的“全部”修饰“售罄”，指所有商品都被完全售罄，不存在“全部的商品被售罄”和“商品被全部售罄”的歧义区分，两种结构解读最终指向同一语义结果。
全部+VP+的+NP,全部吃光的晚餐。,0,“全部”修饰“吃光”，指晚餐被完全吃完，通常“晚餐”指特定一餐，无歧义。
全部+VP+的+NP,全部熄灭的蜡烛。,0,“全部熄灭的蜡烛”通常指“所有蜡烛都被熄灭”，即“全部的NP（蜡烛）被VP（熄灭）”；而另一种潜在理解“NP（熄灭的蜡烛）被全部（某种范围）”，因“熄灭”本身隐含完成性，逻辑上难以成立，故无实际歧义。
全部+VP+的+NP,全部用上的力气。,0,句子中的“全部”明确修饰“力气”，指所有可用的力气都被用上，不存在“全部用上”这一动作方式的歧义，因此常理上只有一种理解。
全部+VP+的+NP,全部喝光的水。,0,这里的“全部”修饰动词短语“喝光”，表示水被完全喝光，虽然结构上可能有不同分析，但实际含义一致，指所有水都被喝光，因此无歧义。
全部+VP+的+NP,全部参与的人员。,0,按照常理，“全部参与的人员”通常被理解为“所有参与的人员”（全部的NP被VP），而非“人员被全部参与”（NP被VP了全部）。此结构中的“全部”更倾向直接修饰名词短语“参与的人员”，故无歧义。
全部+VP+的+NP,全部掌握的知识。,0,“全部”修饰动词“掌握”，表示知识被完全掌握，而非指“全部的知识被掌握”。
全部+VP+的+NP,部分失效的药物。,0,句子中的“部分”修饰的是“失效的药物”这一整体，指药物中的一部分失效了，而其他部分可能未失效，不存在“全部+VP+的+NP”结构中的全部修饰歧义。
全部+VP+的+NP,全部覆盖的油漆。,0,“全部覆盖的油漆”中“全部”优先理解为“覆盖”的范围（油漆被完全覆盖），而非“油漆”的全体量（所有油漆被覆盖）。因油漆作为覆盖物时，常规语义指向其覆盖的完整性，而非被覆盖的对象数量。
全部+VP+的+NP,部分散落的书籍。,0,“部分”修饰“散落的书籍”，指书籍中的一部分处于散落状态，无法理解为“全部的书籍被部分散落”，因“散落”作为整体状态，不可拆分部分动作。
全部+VP+的+NP,全部凝固的血液。,0,这里的“全部”修饰“凝固”，表示血液被全部凝固了，没有歧义。
全部+VP+的+NP,全部脱落的牙齿。,0,根据常理，“牙齿脱落”通常指整个牙齿脱落，因此“全部”应理解为所有牙齿都脱落了，而非每颗牙齿部分脱落。结构上虽有潜在歧义，但实际使用中仅指向“所有牙齿被脱落”这一种解释。
全部+VP+的+NP,部分喝完的啤酒。,0,该结构中“部分”修饰“喝完的啤酒”，指“喝完的啤酒中的一部分”，由于“喝完”本身具有完成性（完全喝光），无法产生“全部NP被部分VP”的解读（如“所有啤酒都被部分喝完”），因此不存在歧义。
全部+VP+的+NP,全部清澈的水源。,0,“全部清澈的水源”中“清澈”为形容词，不符合“全部+VP+的+NP”结构中VP应为动词的条件，仅能理解为“全部水源都具有清澈属性”，不存在“水源被全部清澈”的动作性解读。
全部+VP+的+NP,全部漆黑的夜晚。,0,“全部漆黑的夜晚”中“全部”修饰“漆黑”，指整个夜晚都是漆黑的，而非指所有夜晚都漆黑。因“夜晚”通常指某一特定时间段，常识上无法指代复数，故无歧义。
全部+VP+的+NP,全部金黄的麦田。,0,根据“全部+VP+的+NP”结构，此处“全部”直接修饰“麦田”（全部的麦田是金黄的），而非修饰动作“金黄”的范围，因此无歧义。
全部+VP+的+NP,全部精致的工艺品。,0,“全部精致的工艺品”中的“精致”是形容词，不构成“全部+VP+的+NP”结构，因此仅能理解为“全部都是精致的工艺品”，不存在NP被VP了全部或全部的NP被VP了的歧义。
全部+VP+的+NP,全部全新的交通工具。,0,“全部”直接修饰形容词“全新”，不存在“全部+VP”的歧义结构，仅表示所有交通工具都是全新的。
全部+VP+的+NP,部分壮观的建筑景观。,0,原句中的“部分”直接修饰“壮观的建筑景观”，表示“建筑景观中具有壮观特征的一部分”，未触发“全部+VP+的+NP”结构中的动词性歧义（如“部分被壮观化” vs “全部景观均壮观”）。因“壮观”为形容词而非动词短语，无法形成结构对应的两种动作性解读。
全部+VP+的+NP,部分空旷的大街。,0,按照常理，“部分”直接修饰“大街”，句子指“某些大街是空旷的”，不涉及“全部+VP+的+NP”结构中的双重范围修饰歧义。
全部+VP+的+NP,部分耀眼的奖牌。,0,"“部分”直接修饰“耀眼的奖牌”，指奖牌中存在部分耀眼的情况，不存在""部分耀眼""动作施事与受事的双重解读可能。"
全部+VP+的+NP,全部残破不堪的城墙。,0,根据常理，“全部”修饰的是NP“城墙”，即“所有城墙都残破不堪”，而“残破不堪”本身是状态描述，无法被“全部”修饰为动作。因此句子仅表示“所有城墙均处于残破状态”，无歧义。
全部+VP+的+NP,全部蜿蜒的河流。,0,“全部”修饰整个名词短语“蜿蜒的河流”，表示“所有具备蜿蜒特征的河流”，因“蜿蜒”通常描述河流的整体形态，而非局部状态，故无歧义。
全部+VP+的+NP,全部历史的遗迹。,0,句中无动词短语（VP），“全部”直接修饰名词短语“历史的遗迹”，仅表示“所有的历史遗迹”，无两种结构理解可能。
全部+VP+的+NP,部分精致的工艺品。,0,该句中“部分”作为数量词修饰“精致的工艺品”，表示所有工艺品中有一部分是精致的，不存在“全部+VP+的+NP”结构中的动作性VP导致的歧义（如“部分被精致处理的工艺品”与“全部工艺品被部分处理”的歧义）。
全部+VP+的+NP,全部破旧的房屋。,0,"这里的“全部”只能理解为修饰整个名词短语“破旧的房屋”，表示所有的房屋都是破旧的。因为“破旧”是形容词性成分而非动作行为，不存在""被破旧了全部""这种动作性解读的合理场景。"
全部+VP+的+NP,部分美味的佳肴。,0,该句中“部分”直接修饰“美味的佳肴”，无动词短语存在，不构成“全部+VP+的+NP”结构的两种动作理解可能，仅表示“佳肴中的一部分是美味的”。
全部+VP+的+NP,部分炎热的夏日。,0,"“部分”修饰“炎热的夏日”，指夏日中存在部分炎热的情况，不存在全部被炎热覆盖或全部夏日都炎热的结构歧义，因""炎热""为形容词而非动词，无法形成""全部+VP+的+NP""的两种事件解读。"
全部+VP+的+NP,部分崎岖的山路。,0,结构中的“部分”修饰整个名词短语“崎岖的山路”，表示存在一部分这样的山路，不涉及“山路的部分被崎岖”或“全部山路被部分崎岖”的歧义。
全部+VP+的+NP,部分破碎的瓷器。,0,该句只能理解为“瓷器中的一部分被破碎了”，无法区分“全部被破碎的瓷器”和“全部瓷器的破碎部分”两种结构歧义，因“部分”本身已限定了范围，故无实际歧义。
全部+VP+的+NP,部分落后的工艺。,0,这里的“部分”仅指工艺中某些部分落后，不涉及全部工艺被部分落后的理解，常理上通常理解为前者。
全部+VP+的+NP,部分琳琅满目的商品陈列区。,0,句中“部分”直接修饰整个名词短语“琳琅满目的商品陈列区”，无动词短语（VP）参与，不构成“全部+VP+的+NP”结构歧义，仅表示陈列区中的一部分区域。
全部+VP+的+NP,全部价值连城的艺术品。,0,原句中“价值连城”为形容词短语，无动作含义，“全部”仅修饰名词短语“艺术品”，表示所有艺术品均属于价值连城类别，无“VP被全部执行”或“全部NP被VP”的歧义结构。
全部+VP+的+NP,全部闲置的设备。,0,这里的“全部”修饰“闲置的设备”，指所有属于闲置状态的设备，没有“全部设备被闲置”和“闲置的设备中的全部”的结构歧义。
全部+VP+的+NP,全部精彩的电影片段。,0,原句中的“精彩的”为形容词短语（AP），而非动词短语（VP），因此无法构成“全部+VP+的+NP”的歧义结构。句子仅能理解为“全部（属于）精彩的电影片段”，不存在“全部被精彩化的电影片段”等动作性歧义。
全部+VP+的+NP,全部优质的水果。,0,句子中的“全部”直接修饰“水果”，指所有水果都是优质的，不存在“水果被全部优质了”这种不合理解读，符合常理中“全部的NP被VP了”的单一理解。
全部+VP+的+NP,部分先进的机器人技术。,0,“部分”修饰形容词“先进”，表示机器人技术中有一部分是先进的，不存在“全部+VP+的+NP”结构中的动词性短语歧义（如动作是否作用于整体或部分）。
全部+VP+的+NP,全部优质的资源。,0,结构中“优质”为形容词，不构成“全部+VP+的+NP”的歧义条件，句子仅表示“所有属于优质类别的资源”，无动作行为导致的歧义。
全部+VP+的+NP,全部落后的设备。,0,两种结构解析结果均为所有设备都是落后的，不存在歧义。
全部+VP+的+NP,部分黯淡的天空。,0,句子中的“部分”明确修饰“黯淡的天空”，指天空中的一部分区域呈现黯淡状态，不存在“全部的NP被部分VP”的歧义理解。
全部+VP+的+NP,部分美丽的风景。,0,"原句""部分美丽的风景""中""部分""直接修饰名词短语""美丽的风景""，未出现动词结构，不符合""全部+VP+的+NP""歧义类型。作为形容词性短语仅表达""不完全美丽/局部美丽""或""整体中的美丽部分""单层含义，不存在动作性语义分裂。"
全部+VP+的+NP,部分喧嚣的城市景象。,0,这里的“部分”直接修饰“喧嚣的城市景象”，指“城市景象中有一部分是喧嚣的”，没有“全部+VP+的+NP”结构导致的整体与部分歧义。
全部+VP+的+NP,部分沉寂的夜晚气氛。,0,“部分”修饰名词“夜晚气氛”，指夜晚气氛中的一部分处于沉寂状态，无歧义。
全部+VP+的+NP,全部完好无损的工具集合。,0,这里的“全部”修饰“完好无损”，指工具集合中所有工具均完好无损，因“工具集合”为单数形式，无法解读为“多个集合全部完好”，故无歧义。
全部+VP+的+NP,部分优美的风景。,0,原句“部分优美的风景”中“部分”直接修饰“优美的风景”，结构为“部分+AP+的+NP”，无动词短语（VP），不符合“全部+VP+的+NP”歧义结构。仅表示风景中存在一部分优美的区域，不存在“全部被VP”或“全部的NP被VP”两种解读可能。
全部+VP+的+NP,全部完好的机器。,0,这里的“全部”修饰“机器”，指所有机器都是完好的。“完好”为形容词，不涉及动作的完成状态，因此无歧义。
全部+VP+的+NP,部分广泛应用的策略。,0,按照常理，“部分”修饰的是“广泛应用的策略”，即指广泛应用的策略中的一部分，而非“策略的部分被广泛应用”这种不符合常理的结构。
全部+VP+的+NP,部分昂贵的艺术品。,0,原句“部分昂贵的艺术品。”中的“昂贵”为形容词，非动词短语（VP），不构成“全部+VP+的+NP”结构，仅表示艺术品中“昂贵”的那一部分，无歧义。
全部+VP+的+NP,部分盛开的花朵。,0,“部分盛开的花朵”通常理解为花朵中的一部分处于盛开状态，而非“盛开”这一动作被部分施加于所有花朵。
全部+VP+的+NP,部分凉爽的微风。,0,"该句中“部分”直接修饰“凉爽的微风”，仅表示存在部分微风具有凉爽属性，不涉及“被凉爽的全体部分”或“全体部分被凉爽”的结构歧义。形容词短语""凉爽的""作定语时不存在动作范围歧解，自然理解为部分微风是凉爽的。"
全部+VP+的+NP,全部优雅的舞姿。,0,"结构中""优雅的""为形容词而非动词短语，无法形成""全部+VP+的+NP""的歧义结构。""全部""直接修饰名词短语""优雅的舞姿""，仅表示所有具备优雅性质的舞姿。"
全部+VP+的+NP,全部精彩的演出。,0,“精彩”为形容词，无法构成“全部+VP+的+NP”结构，仅能理解为“全部（被精彩修饰的）演出”，不存在对动作主体的双重解读。
全部+VP+的+NP,部分生动的讲述。,0,"“部分生动的讲述”中的“生动的”为形容词短语，无法形成“全部+VP+的+NP”歧义结构，仅表示""具有生动属性的部分讲述""，不存在""部分被生动化的讲述""和""全部讲述被部分生动化""的双重解读可能。"
全部+VP+的+NP,部分豪华的游艇。,0,"该句不符合""全部+VP+的+NP""结构歧义条件。""豪华""为形容词而非动词短语，仅表示游艇中存在部分具有豪华属性的个体，无法形成""全部被豪华化的游艇""与""全部游艇都具有部分豪华特征""的歧义关系。"
全部+VP+的+NP,部分古老的城墙。,0,“部分古老的城墙”中的“部分”直接修饰“古老的城墙”，表示城墙中古老的一部分，无“全部+VP+的+NP”结构中的动词性歧义（如不存在“部分被古老化的城墙”或“所有古老城墙中的部分”两种动作性解读）。
全部+VP+的+NP,全部亮丽的服装。,0,原句中的“亮丽”是形容词而非动词，无法构成“全部+VP+的+NP”结构，因此仅表示“全部的服装都是亮丽的”，无歧义。
全部+VP+的+NP,部分现代化的设备。,0,“部分现代化的设备”通常理解为设备中有一部分是现代化的，其余部分可能未现代化，而不会理解为全部设备都经历了“部分现代化”这一过程，因此按常理无歧义。
全部+VP+的+NP,部分疲惫的人群。,0,这里的“部分”修饰整个名词短语“疲惫的人群”，表示“人群中的一部分是疲惫的”，不存在“全部+VP+的+NP”结构中的两种歧义解读。
全部+VP+的+NP,部分开放的花朵。,0,“部分开放的花朵”通常理解为花朵中有一部分开放了，而不是所有花朵都被部分开放，因为后者不符合常规表达习惯。
全部+VP+的+NP,全部洁净的餐厅。,0,句子中的“全部”修饰“餐厅”，指所有的餐厅都是洁净的，不存在“全部洁净”修饰单个餐厅的范围歧义。
全部+VP+的+NP,全部高端的电子产品。,0,句中“高端”为形容词而非动词短语，无法构成“全部+VP+的+NP”歧义结构。该句仅存在单一语义（指所有属于高端类别的电子产品），不涉及“全部被高端化”或“全部高端品类被处理”的歧义。
全部+VP+的+NP,部分淡雅的风景。,0,"原句中的""部分""直接修饰名词短语""淡雅的风景""，无法构成""全部+VP+的+NP""结构。因""淡雅""是形容词而非动词短语，不存在""部分被淡雅""或""全部风景被部分淡雅""的语法组合可能，仅能理解为""风景中存在部分具有淡雅特质""的单一含义。"
全部+VP+的+NP,部分落后的技术。,0,虽然结构类似“全部+VP+的+NP”，但“落后”是形容词而非动作性动词（VP），无法构成被动含义。因此“部分落后的技术”仅表示“技术中存在一部分属于落后的状态”，不存在“全部NP被VP”的歧义理解。
全部+VP+的+NP,全部新建的房屋。,0,“全部”修饰动词“新建”，指所有房屋都是新建的，无歧义。
全部+VP+的+NP,全部种植的树,0,这些树被全部种植了
全部+VP+的+NP,全部修理的电脑,0,这些电脑被全部修理了
全部+VP+的+NP,全部清扫的街道,0,这些街道被全部清扫了
全部+VP+的+NP,全部借出的书,0,这些书被全部借出去了
全部+VP+的+NP,全部装修的房间,0,这些房间被全部装修了
全部+VP+的+NP,全部发布的通知,0,这些通知被全部发布了
全部+VP+的+NP,全部测试的设备,0,这些设备被全部测试了
全部+VP+的+NP,全部发放的工资,0,这些工资被全部发放了
全部+VP+的+NP,全部采摘的果实,0,这些果实被全部采摘了
全部+VP+的+NP,全部拍摄的照片,0,这些照片被全部拍摄了
全部+VP+的+NP,全部审核的文件,0,这些文件被全部审核了
全部+VP+的+NP,全部储存的资料,0,这些资料被全部储存了
全部+VP+的+NP,全部检测的样品,0,这些样品被全部检测了
全部+VP+的+NP,全部安装的设备,0,这些设备被全部安装了
全部+VP+的+NP,全部录制的视频,0,这些视频被全部录制了
全部+VP+的+NP,全部签署的合同,0,这些合同被全部签署了
全部+VP+的+NP,全部整理的档案,0,这些档案被全部整理了
全部+VP+的+NP,全部调试的程序,0,这些程序被全部调试了
全部+VP+的+NP,全部清理的垃圾,0,这些垃圾被全部清理了
全部+VP+的+NP,全部归还的物品,0,这些物品被全部归还了
全部+VP+的+NP,全部修复的设施,0,这些设施被全部修复了
全部+VP+的+NP,全部更换的零件,0,这些零件被全部更换了
全部+VP+的+NP,全部培训的员工,0,这些员工被全部培训了
全部+VP+的+NP,全部检测的设备,0,这些设备被全部检测了
全部+VP+的+NP,全部打扫的房间,0,这些房间被全部打扫了
全部+VP+的+NP,全部归档的文件,0,这些文件被全部归档了
全部+VP+的+NP,全部制定的规则,0,这些规则被全部制定了
全部+VP+的+NP,全部打印的文件,0,这些文件被全部打印了
全部+VP+的+NP,全部清除的病毒,0,这些病毒被全部清除掉了
全部+VP+的+NP,全部整理的资料,0,这些资料被全部整理好了
全部+VP+的+NP,全部配置的参数,0,这些参数被全部配置好了
全部+VP+的+NP,全部调查的问卷,0,这些问卷被全部调查了
全部+VP+的+NP,全部锁好的门,0,这些门被全部锁好了
全部+VP+的+NP,全部处理的投诉,0,这些投诉被全部处理了
全部+VP+的+NP,全部维护的设备,0,这些设备被全部维护了
全部+VP+的+NP,全部安装的系统,0,这些系统被全部安装了
全部+VP+的+NP,全部批准的计划,0,这些计划被全部批准了
全部+VP+的+NP,全部核实的资料,0,这些资料被全部核实了
全部+VP+的+NP,全部编写的代码,0,这些代码被全部编写了
全部+VP+的+NP,全部发布的公告,0,这些公告被全部发布了
全部+VP+的+NP,全部借用的设备,0,这些设备被全部借用了
全部+VP+的+NP,全部领取的物资,0,这些物资被全部领取了
全部+VP+的+NP,全部兑换的票券,0,这些票券被全部兑换了
全部+VP+的+NP,全部执行的命令,0,这些命令被全部执行了
全部+VP+的+NP,全部记录的内容,0,这些内容被全部记录了
全部+VP+的+NP,全部租赁的场地,0,这些场地被全部租赁了
全部+VP+的+NP,全部批改的试卷,0,这些试卷被全部批改了
全部+VP+的+NP,全部修缮的道路,0,这些道路被全部修缮了
全部+VP+的+NP,全部制作的模型,0,这些模型被全部制作了
全部+VP+的+NP,全部激活的账户,0,这些账户被全部激活了
全部+VP+的+NP,全部布置的展览,0,这些展览被全部布置了
全部+VP+的+NP,全部喷涂的墙面,0,这些墙面被全部喷涂了
